Participant,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
10,-0.2313146,-0.12984681,-0.51099509,749.79,321.5,10.093328986551613,3.898823413277467,,,24.03221631697939,9.283098547013648
10,-0.14057483,-0.21565163,-0.31887186,-182.20999999999998,47.66999999999999,8.078191419565774,2.4332406733757215,,,19.234173769986107,5.793546043307593
10,-0.23889402,-0.10844363,-0.4672763,439.59000000000003,476.98,9.47479399440306,2.794838773965253,,,22.559484500673683,6.654511120811267
10,-0.1996057,-0.12514037,-0.50118089,2.17999999999995,-17.99000000000001,12.776785266531288,3.5868990777400622,,,30.421525719610994,8.540406704099087
10,-0.33378693,0.197566,-0.4977572,618.5699999999999,489.90999999999997,7.161989780602825,2.193138645157554,,,17.052697667615327,5.221863114120136
10,-0.1615029,-0.2898744,-0.36311573,889.6199999999999,52.94999999999999,10.04655924491956,2.9662510718200203,889.6199999999999,52.94999999999999,23.920857562153472,7.062643802003468
10,-0.10709237,-0.24527061,-0.32014215,292.08000000000004,218.81,9.968986591098647,3.8226753727398672,292.08000000000004,218.81,23.736157073405874,9.101790062493624
10,-0.11007433,-0.2377447,-0.3425523,-252.66000000000003,-74.46000000000001,10.136853787184897,2.9523778703355177,-252.66000000000003,-74.46000000000001,24.135848867287237,7.029611709268867
10,-0.12009377,-0.24925311,-0.31973457,199.63,-135.12,7.292551408153536,2.427005856893965,,,17.363564902813568,5.7787009452645295
10,-0.11150661,-0.21277912,-0.29608572,367.1,-70.69999999999999,12.453124607674157,3.8985542099664476,367.1,-70.69999999999999,29.650889690872166,9.28245757393011
10,-0.11583987,-0.28690386,-0.30479628,-160.89999999999998,-113.88,28.36671386940859,8.929894625759522,,,67.54114572306185,21.26207910393342
10,-0.11864614,-0.2989583,-0.32130224,117.60000000000002,-172.82,-8.4689902796179,2.912821230856567,,,-20.164665855770217,6.935427350669485
10,-0.13022201,-0.22299698,-0.32718062,155.57000000000005,-182.4,8.07072246064626,2.5874257568824057,,,19.216390178798743,6.1606607271370075
10,-0.14052449,-0.25073329,-0.33908543,164.53999999999996,-180.45999999999998,8.657845231637824,2.9000122375604005,,,20.614329496529656,6.9049291376313136
10,-0.12347046,-0.23640701,-0.31080487,538.46,-274.12,9.113612452609598,3.052919824356032,538.46,-274.12,21.69951124966345,7.2690021017917115
10,-0.13556983,-0.23411411,-0.32173395,212.10000000000002,-193.35,9.523029580217736,3.0660814161171914,,,22.67433343049843,7.300339851775033
10,-0.13358431,-0.26539266,-0.30847704,145.29999999999995,-206.06,6.67258101900414,2.6402485560515685,,,15.887415406248856,6.286431811958784
10,-0.10369104,-0.296698,-0.33152127,459.06999999999994,259.83000000000004,14.624261205864261,5.684962543110053,459.06999999999994,259.83000000000004,34.820365931162804,13.535895815145034
10,-0.11306635,-0.33124232,-0.34280258,54.33000000000004,-214.55,-10.916292896827965,3.5582364898686265,,,-25.991693387347382,8.472161082377198
10,-0.13182053,-0.32254085,-0.34387377,215.74,-217.0,-9.732868449178692,5.024240063885891,,,-23.173959777494463,11.962715592112305
10,-0.13007027,-0.2366731,-0.31651479,232.64,-259.15,10.553264497883074,3.2064018541334214,,,25.127322769459596,7.634442814691678
10,-0.1201403,-0.30254441,-0.32362714,-192.52999999999997,-191.92000000000002,20.650568571751784,5.969976901699234,,,49.16900376934099,14.214515002945877
10,-0.12492429,-0.22960465,-0.33478171,318.59000000000003,-227.28,11.612889562368709,4.134138511578174,318.59000000000003,-227.28,27.650290047999892,9.843383796067629
10,-0.08863057,-0.38555482,-0.37961674,-623.72,-191.81,-20.254624833182795,6.835716170157459,-623.72,-191.81,-48.22626172780823,16.275840201144906
10,-0.23145483,-0.18490472,-0.29126516,354.57000000000005,-195.99,13.273796411247462,2.02104862793355,354.57000000000005,-195.99,31.604909255180203,4.812116783109781
10,-0.20982185,-0.16126242,-0.29273215,200.76999999999998,-136.21,15.194576490764192,2.3477615835561467,,,36.17828662450954,5.590020330447187
10,-0.26139021,-0.17527167,-0.29190776,58.57000000000005,-157.37,10.41637467234033,1.5451988505217322,,,24.801388094842324,3.6791184630922444
10,-0.2013884,-0.18071179,-0.27493462,240.79999999999995,-183.37,13.299030482777766,1.993141022313523,,,31.664991579493858,4.745668774128497
10,-0.20484196,-0.1689588,-0.2542221,427.20000000000005,-192.83,15.225593247595697,2.377704147186985,427.20000000000005,-192.83,36.25213752252535,5.66131357445221
10,-0.2133794,-0.12849274,-0.26529655,500.55999999999995,-206.67,18.755248020368697,2.9341970269147737,500.55999999999995,-206.67,44.65624553649786,6.986323121084077
10,-0.19917116,-0.12845021,-0.26564369,111.21000000000004,-160.52,23.304347061921362,3.8260297527098714,,,55.487650354434756,9.109776841202205
10,-0.21086475,-0.16439827,-0.26628917,130.51,-152.6,13.878146728677493,2.142092306288112,,,33.04386736098111,5.100321781271992
10,-0.24920592,-0.18628517,-0.26079908,118.62,-140.33,11.927506155955372,1.8379472522591422,,,28.39939215732974,4.376152407629018
10,-0.25933713,-0.16663802,-0.2807835,261.49,-171.13,13.805135567856606,2.246563462538824,261.49,-171.13,32.870027787066576,5.34906760430494
10,-0.24477318,-0.28431845,-0.28383967,-122.70000000000005,-146.22,16.12369595658745,2.6600527180385916,,,38.390520072634715,6.333585521649887
10,-0.25977635,-0.12318471,-0.2783584,0.0,0.0,17.471282002760603,2.8940603385530927,,,41.59912244857299,6.890757666094913
10,-0.26325181,-0.16585091,-0.29240683,104.79999999999995,-158.43,10.806134650632771,1.3325954194705805,,,25.729406603156626,3.1729096937594523
10,-0.16016246,-0.38124388,-0.3115336,12.539999999999964,-86.63999999999999,-17.716424136056155,2.7584319146518492,,,-42.1828058679497,6.567826388786052
10,-0.2184062,-0.16675968,-0.27992582,0.0,0.0,15.71510105789754,3.049565126536611,,,37.41765561885404,7.261014566283668
10,-0.17926286,-0.33089748,-0.29752514,-190.14,-144.77,-15.286044637521176,2.2328882923133095,,,-36.39607228193792,5.316507023997989
10,-0.19455075,-0.30724046,-0.31236234,-431.83000000000004,-138.46,-16.52933731292376,2.5252825061106776,-431.83000000000004,-138.46,-39.35635214207147,6.012697647049524
10,-0.21380675,-0.15171079,-0.29877499,170.01,-166.72,12.851517534666952,2.1594815104952776,,,30.59946325004201,5.141725476489258
10,-0.17745081,-0.33141643,-0.30094421,-367.02,-168.52,-12.48109178712109,1.8558563254996976,-367.02,-168.52,-29.717479545135312,4.418793911014777
10,-0.24619158,-0.22784197,-0.28244087,109.20000000000005,-148.74,3.974417864763151,1.1774362025538037,,,9.463088936001062,2.8034755982806066
10,-0.24038096,-0.12039181,-0.29233503,458.46000000000004,-88.47999999999999,15.103911836130534,2.5616547069329263,458.46000000000004,-88.47999999999999,35.9624140818268,6.099299857207299
10,-0.25649044,-0.1455829,-0.29675347,325.97,-177.48000000000002,12.911842197306822,2.2376327684141373,325.97,-177.48000000000002,30.74309627178754,5.327803621594061
10,-0.26560712,-0.14199002,-0.29646549,233.39999999999998,295.78,11.89503173903705,2.012895273044715,,,28.322070570647213,4.792703645119467
10,-0.27323496,-0.17675115,-0.30046612,197.55999999999995,-150.31,-16.844892083393876,2.0424995853950296,,,-40.10768805056082,4.863191512825566
10,-0.27051446,-0.15554139,-0.30500722,564.26,-164.67,12.114798977584027,2.0408367232386544,564.26,-164.67,28.845336365627563,4.859232238031236
10,-0.24064387,-0.1442531,-0.30193007,900.71,-325.68,13.277053221283811,2.3572543899591203,900.71,-325.68,31.612663719876753,5.612622702492667
