Participant,trigger_no,fzd_hands0_state,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
25,97.0,1,-0.24974681,0.26038989,-0.56760603,531.96,529.57,31.334570582107933,10.886914323338557,,,72.88421117398305,25.322962716085485
25,99.0,1,-0.17802206,-0.15049316,-0.26799488,524.45,-72.47999999999999,12.332017190899839,3.4789576260567685,524.45,-72.47999999999999,28.684271986033025,8.092055438208044
25,99.0,1,-0.27258125,-0.08244665,-0.23343733,549.96,462.01,12.863077175077162,3.5880421913201967,,,29.91951750922948,8.345786137010776
25,99.0,1,-0.2787427,-0.08342766,-0.23406005,571.5,610.58,12.927589191893594,3.6155596789138498,,,30.0695724603445,8.409791813153614
25,99.0,1,-0.28075942,-0.083051,-0.23593237,549.07,560.92,13.052595903183356,3.643463874968984,,,30.360338070804488,8.474696973177858
25,99.0,1,-0.28388277,-0.08055244,-0.23855846,542.07,544.64,13.253312299718726,3.6716957001312576,,,30.827204409145757,8.540364198505305
25,99.0,1,-0.27912223,-0.07428085,-0.23714592,515.47,545.09,13.366225577957438,3.7003243737290052,,,31.089840694329002,8.606954493293665
25,99.0,1,-0.2735616,-0.06676171,-0.23545487,600.8,470.15,13.444389391127508,3.729356598068992,,,31.271649723762586,8.674483447108473
25,99.0,1,-0.26074508,-0.06464384,-0.23178525,294.34000000000003,215.85000000000002,13.635127088189464,3.7587458033944747,294.34000000000003,215.85000000000002,31.715305607128695,8.742842738695547
25,100.0,1,-0.24322996,-0.45164013,-0.28758478,-75.55000000000001,-253.96,6.68444537232424,2.0791866051242915,,,15.548019936026183,4.836188043519102
25,100.0,1,-0.25223878,-0.46467885,-0.29030767,-98.50999999999999,-265.31,6.758923650612462,2.092977291242336,,,15.721256411324587,4.868265179429674
25,100.0,1,-0.24900761,-0.4677566,-0.29163918,0.0,0.0,6.788666552955998,2.1039345872362927,,,15.790438402175653,4.8937518499116175
25,100.0,1,-0.23229106,-0.13234256,-0.20940368,384.41999999999996,-121.87,10.884561301104922,3.1535900236974523,384.41999999999996,-121.87,25.317489586370048,7.3352503951202745
25,100.0,1,-0.26062611,-0.12133463,-0.21539649,128.45000000000005,-115.61000000000001,10.945781228815429,3.175394354732473,,,25.459887138224687,7.3859672691077325
25,100.0,1,-0.27503359,-0.1141511,-0.21856301,214.79999999999995,-99.86000000000001,11.03754306909865,3.199709034113585,,,25.67332517872346,7.442523213348199
25,100.0,1,-0.27637964,-0.11278044,-0.21831636,-172.19,-62.66,11.156842116157877,3.2198432856858683,,,25.950814762183224,7.4893554825053315
25,100.0,1,-0.27902749,-0.11259886,-0.22118522,-87.32999999999998,-83.13,11.195978065427981,3.242500745361948,,,26.041844980185484,7.542056733711892
25,100.0,1,-0.27810392,-0.11553943,-0.22097114,-58.889999999999986,-94.24000000000001,11.39999223458546,3.265441129089479,,,26.51638193764578,7.59541606626213
25,100.0,1,-0.25459793,-0.11820648,-0.21224314,-10.0,-134.9,11.470352395034869,3.288698448998214,,,26.680039670851105,7.649512592369845
25,102.0,1,-0.21310022,-0.12829602,-0.22707161,173.17999999999995,-228.24,11.47640744861663,3.3184229517992616,,,26.69412372548228,7.718651785885081
25,102.0,1,-0.24864161,-0.11748167,-0.23370831,254.36,-219.36,11.663966704013063,3.3423782133361666,254.36,-219.36,27.130386553534386,7.774371724219922
25,102.0,1,-0.25436804,-0.11250011,-0.23183508,421.30999999999995,-158.89999999999998,11.67919735611385,3.3666930363580105,421.30999999999995,-158.89999999999998,27.165813050320814,7.830928002568733
25,102.0,1,-0.23901632,-0.11320446,-0.21880303,367.97,-127.49000000000001,11.914884545891319,3.39127293181373,367.97,-127.49000000000001,27.714021453743207,7.888100839398737
25,104.0,1,-0.17326586,-0.29905015,-0.24161892,328.22,-226.98,-16.100531970562052,5.200522187067743,328.22,-226.98,-37.44983736352734,12.09641460711957
25,104.0,1,-0.21143122,-0.32516101,-0.24764062,297.93000000000006,-223.39,-16.340847255746027,5.258213398141097,297.93000000000006,-223.39,-38.00881071686526,12.230604364076191
25,104.0,1,-0.23009758,-0.33182225,-0.25398999,267.40999999999997,-223.51,-16.432215015305403,5.317103681225317,267.40999999999997,-223.51,-38.22133212560037,12.367583162530089
25,104.0,1,-0.23047422,-0.33640569,-0.25036585,254.19000000000005,-231.08,-16.702350797278225,5.377200019974246,254.19000000000005,-231.08,-38.849667954469155,12.507367246460095
25,104.0,1,-0.22001363,-0.31946832,-0.22968495,374.3599999999999,540.41,-16.88983028499913,5.438581076432016,,,-39.28574524290798,12.650139583780872
25,104.0,1,-0.18883441,-0.31191349,-0.23476169,362.83000000000004,431.79999999999995,-17.081209192193874,5.501214603085945,,,-39.73089258104295,12.795825166777908
25,105.0,1,-0.23858494,-0.10572481,-0.23489591,-273.45,-183.63,13.158609851194628,3.54446374594127,-273.45,-183.63,30.606926513878705,8.244422673059395
25,105.0,1,-0.25792828,-0.10403704,-0.24423645,-219.07999999999998,-184.69,13.396808264948454,3.573716676427374,,,31.160976024270106,8.312464989370072
25,105.0,1,-0.24899027,-0.09898209,-0.23685141,-257.1,-150.88,13.385542846446068,3.5980019798045966,-257.1,-150.88,31.134772660833555,8.368952605025493
25,105.0,1,-0.2205786,-0.10148627,-0.21916795,-278.68,-163.58999999999997,13.550564171562645,3.6280587172375895,-278.68,-163.58999999999997,31.518612263054713,8.438864576294634
25,106.0,1,-0.19634913,-0.09762058,-0.29533035,-280.81,16.579999999999984,15.641134157044823,4.061454153031778,-280.81,16.579999999999984,36.38127804928626,9.446942359951917
25,107.0,1,-0.20361772,-0.12476503,-0.2306996,37.910000000000025,-134.11,11.295013981560723,3.6379670864538354,,,26.272202521110245,8.461911443091621
25,107.0,1,-0.22544987,-0.12519529,-0.236936,-281.34000000000003,-87.69999999999999,11.365019731142148,3.677426099242549,-281.34000000000003,-87.69999999999999,26.435035894636638,8.553693106838168
25,107.0,1,-0.23293889,-0.126863,-0.24019331,-300.68,-88.68,11.457439030481444,3.7041762671729455,-300.68,-88.68,26.65000318489984,8.615913997444272
25,107.0,1,-0.23559602,-0.12759031,-0.23896043,-455.97,-88.99000000000001,11.616842634531723,3.7312939409229644,-455.97,-88.99000000000001,27.020775967920788,8.678989706586815
25,107.0,1,-0.2302195,-0.12760609,-0.23285921,-233.77,-122.27999999999997,11.646500698241535,3.7587920840238764,,,27.08976062410981,8.742950387439537
25,107.0,1,-0.2024474,-0.13095036,-0.21704033,-453.25,-388.0,11.743497393828767,3.7866659251753303,-453.25,-388.0,27.31537493804571,8.807784941957816
25,108.0,1,-0.21044862,-0.1613674,-0.24469897,353.15999999999997,-126.19999999999999,11.608611088626507,2.994207354368018,353.15999999999997,-126.19999999999999,27.001629392145254,6.964526306260009
25,108.0,1,-0.22556615,-0.1445384,-0.23603231,351.64,-130.18,11.546086978867153,3.013638051509223,351.64,-130.18,26.856198312845,7.009722107810454
25,108.0,1,-0.24142988,-0.13543624,-0.23406827,354.03,-138.22,11.505471792171164,3.033353111673623,354.03,-138.22,26.761727388590128,7.055579337752848
25,108.0,1,-0.24862254,-0.13408032,-0.23426756,-447.75,-305.5,11.509591437828117,3.053323594505361,-447.75,-305.5,26.7713096843882,7.102030680819469
25,108.0,1,-0.25335306,-0.13600476,-0.23470126,246.85000000000002,-160.8,11.470226473736764,3.07359654178566,,,26.679746777911713,7.149185556193444
