Participant,trigger_no,horizontal_angle_finger_pointing_unscaled,eyegaze_horiz_angle_x,angle_center,Buidling_half_width,horizontal_angle_finger_pointing,eyegaze_horiz_angle_x_scaled_without_tablet,angle_center_scaled,Buidling_half_width_scaled
53,49.0,18.0,20.615924456703397,8.389664035167579,3.7548519790588326,9.72,10.307962228351698,16.133323939627253,7.220580355730135
53,49.0,18.0,20.775259129118567,8.49010017507318,3.7792711809588218,9.72,10.387629564559283,16.326462636665728,7.267538480983815
53,49.0,18.0,21.176264094144305,8.537363185184994,3.8020783096889073,9.72,10.588132047072152,16.417349405110745,7.3113965895317685
53,49.0,18.0,17.379677162912046,8.667477617568386,3.825475788881341,9.72,10.588132047072152,16.667559458584005,7.356389942018819
53,49.0,18.0,17.641931360571455,8.689086265638247,3.8493851534149175,9.72,10.588132047072152,16.70911288882235,7.4023676500168865
53,49.0,32.0,25.855671841916116,48.05597005835172,20.274485339802222,17.28,12.927835920958058,92.41163042221035,38.98783530843968
53,49.0,32.0,29.41135084739148,49.27383211595475,20.76126426223857,17.28,14.70567542369574,94.75357915898098,39.923911176284776
53,49.0,32.0,29.62786303383123,50.8294787347689,21.288866622649483,17.28,14.813931516915614,97.7450876069606,40.93849051535495
53,49.0,32.0,30.438258999272982,52.41991241203414,21.846584461079733,17.28,15.219129499636491,100.80349156834164,42.010981918656334
53,49.0,35.0,30.99936100356755,54.11956344110036,22.323735769612433,18.900000000000002,15.499680501783775,104.071920497236,42.92854388496472
53,51.0,-16.0,-20.659379367362085,-72.34538874437703,37.212670063127675,-8.64,-10.329689683681043,-139.12018255543703,71.55996453139451
53,51.0,-16.0,-21.110700544729447,-74.2864391097224,37.95553984248093,-8.64,-10.555350272364723,-142.85282240799617,72.98850311709083
53,51.0,-16.0,-21.578031426023706,-76.22663110702727,38.68858781134661,-8.64,-10.789015713011853,-146.58381161881346,74.39815436121953
53,51.0,-16.0,-21.507131308633223,-78.24244797778996,39.45118858847344,-8.64,-10.753565654316612,-150.46022746129012,75.86463565563443
53,51.0,-16.0,-20.06549558836009,-80.40131718933128,40.278176291271905,-8.64,-10.032747794180045,-154.61173295508405,77.45493300811587
53,52.0,-29.0,-30.47485260824871,-51.28094617704656,15.890588444801036,-15.66,-15.237426304124355,-98.61325949846054,30.557601579352394
53,52.0,-29.0,-30.956668459762525,-52.686272840992174,16.42710821420823,-15.66,-15.478334229881263,-101.31570267322796,31.589329095922423
53,52.0,-29.0,-31.639749160642864,-54.086054422311925,16.970923456438864,-15.66,-15.819874580321432,-104.00748265410583,32.63508580673194
53,52.0,-29.0,-31.122864433860645,-55.577662601330495,17.515078417840435,-15.66,-15.561432216930323,-106.87584518235855,33.681495797507154
53,52.0,-29.0,-32.1093671424981,-57.07993291771208,18.05652270349169,-15.66,-16.05468357124905,-109.76471100076033,34.72269315881452
53,54.0,-14.0,-7.5169371770984235,15.573663706906608,8.140024568991763,-7.5600000000000005,,29.948155308381406,15.653267246171161
53,54.0,-14.0,-8.804574792932016,15.655422899028475,8.228129551147475,-7.5600000000000005,,30.105378234831758,15.822693126856596
53,54.0,-14.0,-9.48231892583673,15.893522373017449,8.318017036955428,-7.5600000000000005,,30.563243523312554,15.99554676206529
53,54.0,-14.0,-10.02207465822879,16.064812497999128,8.409857929042373,-7.5600000000000005,,30.892634433652322,16.17215679754848
53,54.0,-14.0,-10.050282231814252,16.311353798126387,8.50354921382651,-7.5600000000000005,,31.36673335379704,16.352325138188377
53,55.0,20.0,22.14904419941586,-15.844239764305797,5.605377222199418,10.8,11.07452209970793,-30.468473066760048,10.77914039828948
53,55.0,20.0,22.40367472853867,-15.965085859489493,5.65358559920723,10.8,11.201837364269336,-30.700860107798295,10.871845107275503
53,55.0,20.0,22.69413649978355,-16.129807661808808,5.702522198905323,10.8,11.347068249891775,-31.01762013365834,10.965950188494936
53,55.0,20.0,22.9617272654186,-16.33862465552834,5.752158741751287,10.8,11.4808636327093,-31.419175212580996,11.061401260387726
53,55.0,20.0,23.297168681029483,-16.469380466152494,5.802630377458488,10.8,11.648584340514741,-31.670618636411245,11.158458215852672
53,56.0,7.0,15.693321682613695,63.54510232647362,16.418461242329002,3.7800000000000002,,122.19723177380877,31.572700968998667
53,56.0,7.0,15.830547716272687,65.55777621990686,16.568442310259968,3.7800000000000002,,126.06760367088089,31.861114562629915
53,56.0,7.0,16.259760254883886,67.67743647809834,16.652221983981473,3.7800000000000002,,130.14371034738312,32.02222287519638
53,56.0,7.0,16.34514534249393,69.8204748044311,17.143928764915266,3.7800000000000002,,134.264773048921,32.96777501493205
53,56.0,7.0,16.340571141371967,71.98228258023866,39.426615901464594,3.7800000000000002,,138.42192940179893,75.81738237851641
53,57.0,18.0,21.217431904242,13.89837504438097,5.069789696337797,9.72,10.608715952121,26.726575210344606,9.749205586057583
53,57.0,18.0,21.64816917656053,14.005812560311275,5.115313321099467,9.72,10.824084588280265,26.933177553478583,9.836747516474274
53,57.0,18.0,21.83723615626848,14.160538829583619,5.166835678330307,9.72,10.91861807813424,27.2307161692893,9.935825009429182
53,57.0,20.0,21.601664798487203,14.36752461482897,5.219313509072947,10.8,10.800832399243602,27.62874983431611,10.036739877947278
53,57.0,20.0,18.159578454207345,14.46594887324932,5.272819398256193,10.8,10.800832399243602,27.818019683258445,10.139631702846659
53,58.0,11.0,15.927368306687645,81.85788060545762,40.92894030272881,5.94,,157.412704404295,78.7063522021475
53,58.0,11.0,15.75507339776024,84.04636094676444,42.02318047338222,5.94,,161.62115210062802,80.81057605031401
53,58.0,11.0,15.749736829784615,86.60828143173069,43.304140715865344,5.94,,166.54772519321813,83.27386259660906
53,58.0,11.0,15.296128551856258,89.13984306520187,44.56992153260094,5.94,,171.4159182143832,85.7079591071916
53,59.0,15.0,15.324336125441718,6.045684736816636,2.289757558362055,8.100000000000001,14.457525012829052,11.625851748898391,4.4032037847302306
53,59.0,23.0,28.915050025658104,15.465764206761135,5.53460706806285,12.420000000000002,14.457525012829052,29.740664569601662,10.643049391884862
53,59.0,23.0,29.41897451592809,15.627554784264962,5.594085049001696,12.420000000000002,14.709487257964046,30.051787850141523,10.757425549230263
53,59.0,23.0,29.749841730417014,15.752131183062465,5.65478853359522,12.420000000000002,14.874920865208507,30.29134826502912,10.874158350103608
53,59.0,25.0,30.451219235785217,15.952090825022406,5.716669842313296,13.5,15.225609617892609,30.675870656518086,10.993156106768469
53,59.0,25.0,30.788185385103425,16.08501021937652,5.779829913168076,13.5,15.394092692551713,30.931474651861052,11.11461292302221
