Participant,trigger_no,fzd_hands0_state,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
41,25.0,1,-0.30223155,0.06418634,-0.1833411,571.12,-47.910000000000025,28.71496540558722,4.6683458428301545,571.12,-47.910000000000025,46.31723919921218,7.530041844485041
41,25.0,1,-0.31559339,0.11389347,-0.18666852,575.25,-70.26999999999998,29.01834972126133,4.703409832269401,575.25,-70.26999999999998,46.806598100394524,7.586600059450543
41,25.0,1,-0.32790226,0.13916351,-0.19251029,569.94,-146.60000000000002,29.38010287122391,4.746728118419965,569.94,-146.60000000000002,47.39010593128417,7.656472455011404
41,25.0,1,-0.33493701,0.14355743,-0.19684431,699.31,-52.670000000000016,29.60296184264975,4.7825954523533465,699.31,-52.670000000000016,47.749577452194046,7.71432646464595
41,25.0,1,-0.34403354,0.14500521,-0.20175362,729.07,-35.79000000000002,29.911409359947072,4.826916825590393,729.07,-35.79000000000002,48.24710329759463,7.785816839677306
41,25.0,1,-0.34597668,0.14440341,-0.20299122,727.97,-34.49000000000001,30.08134235615835,4.863613434312503,727.97,-34.49000000000001,48.52120522048342,7.84500846954607
41,25.0,1,-0.34884277,0.14094245,-0.20486449,743.14,-34.44,30.227753153086457,4.904853081481859,743.14,-34.44,48.757365835928454,7.911528020430236
41,25.0,1,-0.34867573,0.14207336,-0.20122126,773.15,-17.480000000000018,30.495190952344657,4.950768798106681,773.15,-17.480000000000018,49.18874300613193,7.985590071346078
41,25.0,1,-0.34450814,0.14027059,-0.19367026,774.65,-9.189999999999998,30.739430082324784,4.993002616253175,774.65,-9.189999999999998,49.58270072278987,8.05371322001637
41,25.0,1,-0.33776882,0.1457576,-0.19022538,732.14,-19.129999999999995,30.98777512305931,5.035733487163602,732.14,-19.129999999999995,49.98328127349467,8.122638114794892
41,25.0,1,-0.33761239,0.15290751,-0.1888029,739.94,-23.529999999999973,31.324273264340057,5.100720394001742,739.94,-23.529999999999973,50.52605277538051,8.22746199552481
41,25.0,1,-0.33612776,0.15845931,-0.18772535,846.01,-11.850000000000023,31.585011830891744,5.144675592891472,846.01,-11.850000000000023,50.946624083228386,8.298361731333944
41,25.0,1,-0.33281794,0.16266806,-0.18936823,304.23,67.24000000000001,31.888222120627923,5.189060863851571,304.23,67.24000000000001,51.43570228057284,8.369955173392583
41,25.0,1,-0.32692054,0.16250502,-0.19249617,576.0,69.56,32.159283023985516,5.233939170782731,576.0,69.56,51.87292351768864,8.442343882472546
41,25.0,1,-0.32576534,0.16244154,-0.19421144,572.59,-31.939999999999998,32.43614437415871,5.279279666821941,572.59,-31.939999999999998,52.319500875517996,8.515478102583788
41,25.0,1,-0.3247748,0.16233319,-0.19391663,568.67,-17.660000000000025,32.70090532848072,5.325086006984812,568.67,-17.660000000000025,52.746560294839405,8.589363729266502
41,25.0,1,-0.32458434,0.16396755,-0.19466576,1102.04,42.81999999999999,32.98896892734834,5.37137358720368,1102.04,42.81999999999999,53.21120687981287,8.664025596159536
41,25.0,1,-0.32642019,0.16882396,-0.19619358,843.62,13.300000000000011,33.28320629150767,5.418055837209522,843.62,13.300000000000011,53.685811748201864,8.739324065418959
41,25.0,1,-0.32509392,0.16741489,-0.19280574,0.0,0.0,33.63888082423745,5.465192503995784,,,54.259514769495,8.8153555089452
41,25.0,1,-0.32431459,0.15803494,-0.18369713,0.0,0.0,33.94545408263366,5.51274615130715,,,54.75401743528809,8.892059542058433
41,25.0,1,-0.32132035,0.15066241,-0.17864847,0.0,0.0,34.06294888462869,5.536709494389084,,,54.943536550906074,8.93071241444959
41,25.0,1,-0.31459275,0.15624906,-0.17788799,537.44,-105.20999999999998,34.44514524838682,5.5848970676986855,537.44,-105.20999999999998,55.56001928564795,9.008438970197979
41,25.0,1,-0.31043065,0.16886277,-0.18584569,668.47,-132.61,34.75052921804637,5.63345972527909,668.47,-132.61,56.05260362870879,9.086770536875175
41,25.0,1,-0.31028706,0.17046171,-0.18998545,728.39,-129.69,35.13545296913625,5.682401538851323,728.39,-129.69,56.67348563921678,9.165713682167187
