Participant,trigger_no,fzd_hands0_state,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
38,49.0,1,-0.37997487,-0.11702584,-0.23370343,259.09000000000003,-154.56,11.023660254473128,5.096647985377944,259.09000000000003,-154.56,17.229980977741498,7.966060801145725
38,49.0,1,-0.39475638,-0.09938641,-0.20809713,265.37,-143.86,11.156321158102989,5.138520166395351,265.37,-143.86,17.43732997011497,8.031507020075932
38,49.0,1,-0.40307483,-0.09315659,-0.2008906,274.32000000000005,-147.29000000000002,11.208821635924062,5.1810382273234445,274.32000000000005,-147.29000000000002,17.51938821694931,8.097962749306543
38,49.0,1,-0.40458563,-0.09704334,-0.20165488,170.76999999999998,-23.129999999999995,11.288538454264643,5.224272496224509,,,17.643985604015636,8.165537911598907
38,49.0,1,-0.40799257,-0.09969012,-0.20488638,172.54999999999995,-30.00999999999999,11.30291344513106,5.268165426492306,,,17.666453714739845,8.234142561607474
38,49.0,1,-0.4096556,-0.10108495,-0.20360218,0.0,0.0,11.385604442519211,5.312807728178385,,,17.795699743657526,8.303918479142816
38,49.0,1,-0.40845838,-0.1026244,-0.20426486,0.0,0.0,11.484687365604094,5.358159304995038,,,17.950566352439196,8.374802993707243
38,49.0,1,-0.41068482,-0.10197397,-0.20447421,0.0,0.0,11.568041118604425,5.408917119939474,,,18.080848268378716,8.454137458465398
38,49.0,1,-0.40924856,-0.10123622,-0.20419228,0.0,0.0,11.590372596121618,5.451141153988524,,,18.11575236773809,8.520133623684064
38,49.0,1,-0.40597907,-0.10244844,-0.20377082,0.0,0.0,11.710840048811264,5.498805584489687,,,18.304042996292004,8.59463312855738
38,49.0,1,-0.40596193,-0.10329985,-0.20242751,320.05999999999995,-21.170000000000016,11.85556129907933,5.547246936652068,320.05999999999995,-21.170000000000016,18.53024231046099,8.670346961987182
38,49.0,1,-0.40855253,-0.10080852,-0.2030295,329.21000000000004,-10.819999999999993,12.060751140431488,5.596499368820705,329.21000000000004,-10.819999999999993,18.850954032494414,8.747328513466764
38,49.0,1,-0.40334609,-0.10079201,-0.20257908,332.65999999999997,-9.660000000000025,12.268512453786014,5.646560918005683,332.65999999999997,-9.660000000000025,19.17568496526754,8.825574714842883
38,49.0,1,-0.40282243,-0.09868906,-0.20193912,339.55999999999995,-12.879999999999995,12.535790659668544,5.69744151509401,339.55999999999995,-12.879999999999995,19.593440801061934,8.905101088091937
