Participant,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
14,-0.38077632,-0.15536939,-0.18632478,93.00999999999999,225.84000000000003,9.100230114793149,3.067359254075374,,,21.412841460108282,7.217496324839356
14,-0.39756,-0.14499247,-0.19375437,131.40999999999997,196.69000000000005,9.046193954829974,3.074220537263664,,,21.28569437571493,7.233640924181403
14,-0.2749131,-0.31827441,-0.18250427,-315.83,180.11,-10.928393787508629,3.6326256497944023,-315.83,180.11,-25.714510582007804,8.54756815396623
14,-0.25587448,-0.31081161,-0.18573278,53.41999999999996,197.16999999999996,-11.7563728855564,3.869387080020508,,,-27.66274539971421,9.104667799288256
14,-0.34259418,-0.34940889,-0.20004994,-314.07,192.76999999999998,-9.81734334985105,3.139022845035186,-314.07,192.76999999999998,-23.100208902199522,7.386120754367793
14,-0.40116584,-0.1698734,-0.18995884,103.5,196.36,7.38537332236403,2.63939210930441,,,17.377783427522566,6.210489633193276
14,-0.26733121,-0.31767744,-0.20365994,-330.71,206.83000000000004,-10.92817027621852,3.5797696684458034,-330.71,206.83000000000004,-25.71398465994218,8.423198029852974
14,-0.43194279,-0.21918163,-0.19968696,48.92999999999995,185.99,-16.673830714923863,5.497676596672497,,,-39.23352367221585,12.93603303197039
14,-0.26862893,-0.31895542,-0.17204963,173.14,207.38,-11.793774714293338,5.710726681589055,,,-27.750751902732226,13.43733988177905
14,-0.29988211,-0.32804626,-0.20297733,-459.11,155.07999999999998,-14.042716829780813,4.651582094388783,-459.11,155.07999999999998,-33.042512700474255,10.94517266809681
14,-0.24783503,-0.31994343,-0.18122172,-360.2,201.45000000000005,-15.490580071368816,5.011115103495698,-360.2,201.45000000000005,-36.449334907930826,11.791153838525378
14,-0.37413216,-0.17513709,-0.19239454,151.47000000000003,183.69,7.999587256026195,2.7822577558581405,,,18.823028813429637,6.546652499534204
14,-0.34994692,-0.16977319,-0.19762717,129.45000000000005,155.42000000000002,9.650705690800745,3.238536293750579,,,22.708110490454153,7.620275899195113
14,-0.32519567,-0.14177254,-0.17855249,233.96000000000004,153.73000000000002,12.136252552532063,4.071249986012363,,,28.556602256107947,9.579651217087092
14,-0.36483505,-0.19563158,-0.18491814,126.33000000000004,132.63,8.018632597844814,2.737828463126286,,,18.86784250272885,6.442110373736153
14,-0.38030249,-0.17675383,-0.19830401,129.19000000000005,130.01999999999998,8.308650041910193,3.0067104956841137,,,19.550253548614684,7.07478979634472
