Participant,horizontal_angle_finger_pointing_unscaled,eyegaze_horiz_angle_x,angle_center,Buidling_half_width,horizontal_angle_finger_pointing,eyegaze_horiz_angle_x_scaled_without_tablet,angle_center_scaled,Buidling_half_width_scaled
32,-45.0,57.94247866137651,26.665394978903766,4.543048095911754,-18.45,23.756416251164367,65.03689835354629,11.080494305928763
32,45.0,42.12860839829545,19.496262615734317,3.2642352183651315,18.45,17.27272944330113,47.551384519776,7.961469697592555
32,41.0,35.758076436612576,23.00715831674825,3.9856309147852897,16.81,14.660811339011156,56.11445913454898,9.720953801161325
32,41.0,40.5394514331459,17.352026920843794,3.056821539568686,16.81,16.62117508758982,42.32159365993802,7.455587735008027
32,-42.0,-38.91921471263058,-20.9830944998266,2.607741778744529,-17.22,-15.956878032178535,-51.17776748507708,6.360282198357908
32,32.0,31.041314615708064,13.596906696562796,2.418148392245005,13.12,12.726938992440305,33.16285543291666,5.8978639286855685
32,41.0,35.74090078233149,14.844337753941383,2.567444155590903,16.81,14.65376932075591,36.20533978186303,6.261996295486211
32,20.0,29.960066284299057,13.599137345879205,3.697987548503707,8.2,12.283627176562613,33.16829598659938,9.019391630800541
32,38.0,29.976424050281047,15.515633416848825,2.6665315004675803,15.579999999999998,12.29033386061523,37.84262990369429,6.503670329640428
32,32.0,42.639788585232374,14.750856053774248,2.537327574781851,13.12,17.482313319945273,35.97733791515539,6.188541954892935
32,45.0,34.60076449338734,22.76824500195542,4.004340713594164,18.45,14.186313442288808,55.531749559769274,9.766587000456166
32,45.0,49.34565474954588,21.690343247074274,3.778315802495202,18.45,20.23171844731381,52.90274717961416,9.215312242285798
32,32.0,40.100245416529674,17.364338153255744,4.103790683014931,13.12,16.441100620777167,42.35162075579076,10.009145475873417
32,38.0,38.348328679859414,15.361244261855456,2.7627779979261664,15.579999999999998,15.72281475874236,37.466074754665456,6.738415536941922
32,38.0,38.21255922220897,17.554673845114866,3.4433919539451185,15.579999999999998,15.667149281105676,42.81584950823516,8.398432975672144
32,38.0,34.53778709435671,15.470938990720416,2.6586464370128438,15.579999999999998,14.16049270868625,37.7336201983671,6.484438659874327
32,45.0,37.41266446569005,17.34816286013604,3.2013443444197005,18.45,15.33919243093292,42.3121692158718,7.80807885603965
32,32.0,33.94400018921076,15.748989597883606,3.770879932124852,13.12,13.917040077576411,38.41178562923812,9.197176154452514
32,-35.0,-37.28916333252609,-20.190195893948136,2.6590420917864925,-14.35,-15.288556966335694,-49.2438877853395,6.485403661867256
32,-42.0,-42.399329425297246,-21.12339578463187,2.8809124851010495,-17.22,-17.38372506437187,-51.519962318717134,7.026545551161458
32,-42.0,-34.848584648014366,-17.3159992372486,2.2921058045059572,-17.22,-14.287919705685889,-42.23372213964934,5.590446057190029
32,-35.0,-36.01898280402518,-16.78617473688784,2.133059453102949,-14.35,-14.767782949650321,-40.94148018326944,5.202532006118091
32,-15.0,-22.72748005536574,-11.565771068751355,2.373322264803388,-6.1499999999999995,-9.318266822699952,-28.208915636684555,5.7885330038554645
32,-24.0,-4.220303623351348,-12.97971085721851,1.7131000813765853,-9.84,,-31.657514780755946,4.1782510984774905
32,-45.0,57.852510948475604,-4.422687861310613,1.3115128630836261,-18.45,23.719529488874997,-10.786935693736584,3.198779873060964
32,-45.0,-4.053454410335131,-4.563883244530974,1.3437673593935726,-18.45,,-11.131311233411045,3.277448589560924
32,32.0,29.197794389538704,12.722239621908967,5.666276818315737,13.12,11.971095699710867,31.02954243783597,13.820049159872081
32,41.0,33.290507438230584,14.694460920820296,5.338647545601632,16.81,13.649108049674538,35.8397901858807,13.020961363722382
32,-35.0,44.69514188086842,-19.00112463452568,5.4010220646886085,-14.35,,-46.34374298360814,13.173092815775515
