Participant,trigger_no,horizontal_angle_finger_pointing_unscaled,eyegaze_horiz_angle_x,angle_center,Buidling_half_width,horizontal_angle_finger_pointing,eyegaze_horiz_angle_x_scaled_without_tablet,angle_center_scaled,Buidling_half_width_scaled
11,2.0,27.0,28.14039953948712,14.027020298061677,2.2591361579637033,11.34,12.663179792769204,32.24811966524379,5.193754027158553
11,2.0,29.0,26.51616852097455,14.102218573944914,2.272713399024707,12.18,11.932275834438547,32.42100050149936,5.224968104357801
11,2.0,30.0,28.117260218910886,14.247332228413839,2.286446237355867,12.6,12.6527670985099,32.75461679312342,5.2565398996811386
11,4.0,32.0,29.1674868011936,15.195061985814968,2.381507864699408,13.44,13.125369060537121,34.933447505388614,5.475086580943939
11,4.0,37.0,30.745439178553706,15.349192580308356,2.3964567314329095,15.54,13.835447630349169,35.28779374212891,5.50945402556426
11,4.0,38.0,31.43887236614478,15.504256698523838,2.4115799856498743,15.959999999999999,14.14749256476515,35.6442861499063,5.544222387009059
11,4.0,45.0,46.98924222307143,17.904347909908218,2.7949827306403643,18.9,21.145159000382144,41.16209584487899,6.425665297742196
11,4.0,45.0,48.91055226059504,18.01834376576542,2.8150284195841024,18.9,22.00974851726777,41.424172317494694,6.4717503366238525
11,4.0,-45.0,-50.5239600485155,18.13411997423608,2.835348629933005,-18.9,-22.735782021831973,41.690341820768744,6.518466500215979
11,4.0,-45.0,46.07113369698207,22.122887442686103,3.6228160433415653,-18.9,20.732010163641934,50.86051823073535,8.328854083642259
11,4.0,45.0,44.86415687853774,22.298671822421543,3.654499061606053,18.9,20.188870595341985,51.264646519747124,8.401693342632313
11,4.0,-45.0,7.518039898188709,22.475834090593995,3.6866380554891798,-18.9,20.188870595341985,51.67194257427559,8.475580889569624
11,5.0,45.0,30.43343156562252,21.802975495228978,3.5462253149825873,18.9,13.695044204530134,50.12504066353142,8.152771999144967
11,5.0,45.0,33.07131411131343,22.041693117498728,3.5767375011378952,18.9,14.882091350091043,50.67385247712957,8.222919515116022
11,5.0,-31.0,35.65694657828382,22.214779958976965,3.6077396867865694,-13.02,16.04562596022772,51.07177912568804,8.294193539922325
11,6.0,38.0,36.6944838557344,16.069599128101228,2.5951143231061726,15.959999999999999,16.51251773508048,36.944008395504724,5.96616782882109
11,6.0,41.0,37.83054985305798,16.166380863714277,2.6126493485839273,17.22,17.023747433876093,37.166509605679124,6.00648085239445
11,6.0,41.0,35.3419532465686,16.333097850838488,2.6303922346889186,17.22,15.90387896095587,37.54979195907768,6.047271747549821
11,7.0,38.0,32.289055789897446,15.77168124528274,2.012279245971218,15.959999999999999,14.530075105453852,36.25909518290502,4.626229986487829
