Participant,trigger_no,fzd_hands0_state,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
17,25.0,1,-0.32597715,0.27570164,-0.5477944,435.26,821.83,15.734847996965811,2.727629095253347,,,36.1744155450244,6.270819289987445
17,25.0,1,-0.38378665,0.24208176,-0.56066626,435.78999999999996,819.03,15.758527340411513,2.7434882333682085,,,36.22885435560607,6.307279448513512
17,25.0,1,-0.46061936,0.19552375,-0.56506586,160.73000000000002,392.79999999999995,16.61194389199167,2.9479658724301707,,,38.19085900768885,6.7773735407169635
17,25.0,1,-0.4484573,0.20401916,-0.55914503,151.28999999999996,376.27,16.713215970756742,2.9662804050964144,,,38.42368351676975,6.819478651316656
17,25.0,1,-0.45232293,0.20423022,-0.56080699,156.60000000000002,369.08000000000004,16.8153958117413,2.9847990047935786,,,38.658594971193246,6.862052912020436
17,25.0,1,-0.45525041,0.18617247,-0.57392722,283.01,538.69,16.991179421743173,3.0378023890484522,,,39.062721490587556,6.983907692422388
17,25.0,1,-0.45418873,0.18800448,-0.56964105,516.3,713.72,17.08325935606562,3.0610526670542217,,,39.274413259594866,7.0373600815576545
17,25.0,1,-0.45113567,0.18329914,-0.56173664,483.62,749.99,17.213672871899693,3.0806784442422916,,,39.57423393249739,7.082479743313026
17,25.0,1,-0.46110305,0.17200114,-0.55507237,461.14,738.4,17.300596816276506,3.100528988310982,,,39.77407208061969,7.128116144126949
17,25.0,1,-0.4729206,0.14522095,-0.52940542,347.24,715.43,17.75072216674388,3.182315990394282,,,40.80891026134418,7.316144461916451
17,25.0,1,-0.47704133,0.14618231,-0.52603716,92.86000000000001,343.92999999999995,18.138705190467476,3.2246772431628443,,,41.70088323288473,7.413532982031381
17,26.0,1,-0.38466555,-0.08005012,-0.38161564,424.21000000000004,352.95000000000005,14.988520472865337,2.707171257077956,,,34.45860856711741,6.22378672002222
17,26.0,1,-0.38131258,-0.05835432,-0.35082439,367.15,447.15,15.042965042146344,2.7212791278554898,,,34.583776631894445,6.256220714939772
17,26.0,1,-0.37750909,-0.03514312,-0.31212264,346.26,362.03999999999996,15.103749783140872,2.7387025370159996,,,34.723520751440866,6.2962771325997835
17,26.0,1,-0.3731353,-0.01456134,-0.27359235,326.66999999999996,399.19000000000005,15.126387157184885,2.7531172150486416,,,34.77556407436805,6.329416477396826
17,26.0,1,-0.36696064,0.00276947,-0.25096738,432.78999999999996,180.85000000000002,15.148705429321213,2.7709293804575212,432.78999999999996,180.85000000000002,34.826873782009464,6.370366645671842
17,26.0,1,-0.36279979,0.01548042,-0.23808271,443.08000000000004,186.23000000000002,15.25468650798748,2.7873125614259253,443.08000000000004,186.23000000000002,35.070524281863214,6.408031578718203
17,26.0,1,-0.36129573,0.01966641,-0.23219331,419.57000000000005,203.77999999999997,15.269690861343697,2.8038755354000795,419.57000000000005,203.77999999999997,35.10501929022916,6.446109855884783
17,26.0,1,-0.35818183,0.01622677,-0.22821938,292.15,579.01,15.34628128649097,2.8189429213891524,,,35.28110067764274,6.480749776273663
17,26.0,1,-0.3579852,0.01561545,-0.22460273,377.89,389.29999999999995,15.436383619744163,2.835862875689233,,,35.48824594179183,6.519648751209546
17,26.0,1,-0.35570017,0.00812419,-0.22062908,358.90999999999997,401.94000000000005,15.527405369562471,2.8529626498520484,,,35.69750494462412,6.558961132009859
17,26.0,1,-0.35798877,0.00516786,-0.21828154,298.58000000000004,257.73,15.684876537515315,2.870259700588087,298.58000000000004,257.73,36.059531159747706,6.598727051652013
17,26.0,1,-0.35861823,0.00539755,-0.2172212,293.15999999999997,346.62,15.765004111375012,2.889502697572828,293.15999999999997,346.62,36.24374445205115,6.642966701719933
17,26.0,1,-0.35896543,0.00113113,-0.21558,312.98,246.76999999999998,15.872543029176128,2.90543664504653,312.98,246.76999999999998,36.49097642407592,6.679598846961973
17,26.0,1,-0.35913941,-0.00139367,-0.21659186,180.41999999999996,365.27,15.970179920674038,2.9251144012334755,,,36.71544363762961,6.724838008435762
17,26.0,1,-0.3563785,-0.00394669,-0.21573375,194.94000000000005,361.03999999999996,16.130149502513955,2.9414088416774025,,,37.08321370627958,6.762298927016346
17,26.0,1,-0.35360163,-0.0050389,-0.21462327,174.74,245.82999999999998,16.165128814533716,2.961539389353349,,,37.163631144613014,6.8085790561233495
17,26.0,1,-0.35299173,-0.00231768,-0.21415702,485.25,331.28,16.262025872793732,2.9782102313819827,,,37.38639748155279,6.846905321947178
17,26.0,1,-0.35382503,-0.00140021,-0.21420264,509.67999999999995,309.6,16.362343115342476,2.9969224306822646,,,37.61702682217235,6.889924668138528
17,26.0,1,-0.35258093,-0.001543,-0.215177,507.22,272.92999999999995,16.528918464091436,3.015856988322475,507.22,272.92999999999995,37.99998354894621,6.933455216153371
17,26.0,1,-0.35238796,0.00358269,-0.21520407,518.5,311.54999999999995,16.632522176296014,3.0350224835650454,,,38.238168483304534,6.977516689716039
17,26.0,1,-0.35107276,0.00574336,-0.21648103,485.46000000000004,323.09000000000003,16.74766112497459,3.0563593039479198,,,38.502872926316584,7.026570039776269
17,26.0,1,-0.35041428,0.00748829,-0.21670857,490.51,316.98,16.930280081714812,3.0740241461187994,,,38.92271390786235,7.067181511927119
17,26.0,1,-0.35180798,0.01153263,-0.21675898,442.66999999999996,348.40999999999997,17.16847758965538,3.093850946957696,,,39.47032997861772,7.112763327055742
17,26.0,1,-0.35247979,0.01296736,-0.21910998,433.78999999999996,340.90999999999997,17.471554106883133,3.1159227516110413,,,40.16710289172432,7.1635064059537825
17,26.0,1,-0.35191688,0.00949537,-0.22195469,483.75,717.97,17.85492561366241,3.1341970820272316,,,41.04847398580988,7.205519091580605
17,26.0,1,-0.35553065,-0.00808243,-0.23887333,480.11,706.18,18.249247676394937,3.15469311029604,,,41.955020408031956,7.252639460570595
