Participant,trigger_no,fzd_hands0_state,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
72,97.0,1,-0.37171894,-0.16423196,-0.53471994,108.24000000000001,-70.5,9.990795914170041,3.388756778750745,,,22.968839806676925,7.790751834347963
72,97.0,1,-0.46846378,0.18699995,-0.58338088,548.27,622.94,20.911272486163917,6.90815912646208,,,48.075015445690845,15.881857831736323
72,97.0,1,-0.46586475,0.18410143,-0.58227736,551.55,625.09,21.171457526607956,7.032037144110222,,,48.67318085367169,16.1666533943094
72,97.0,1,-0.46871731,0.17632926,-0.58265281,546.58,637.42,21.586118494345953,7.174221976749498,,,49.626486418501344,16.493536324547094
72,97.0,1,-0.4676224,0.17275296,-0.58583748,549.19,637.5,21.93363715695918,7.307713243109539,,,50.42543182384915,16.80043274590883
72,97.0,1,-0.46957937,0.1709471,-0.58673894,543.76,629.6,22.29194388948639,7.445436328007457,,,51.24917900192921,17.11705811808914
72,97.0,1,-0.46853009,0.17228228,-0.58845854,537.33,621.69,22.660936250612735,7.587521294517556,,,52.097492440158675,17.443711456095862
72,97.0,1,-0.47611839,0.16603689,-0.58883429,533.41,591.27,23.35108482129075,7.8702043594077224,,,53.684144004147434,18.09359982227835
72,97.0,1,-0.47227815,0.17105329,-0.58188707,528.33,618.16,23.838001617561563,8.04199724973298,,,54.80356571877403,18.48855167713612
72,97.0,1,-0.47297898,0.17802487,-0.57943553,526.77,619.0,24.26187007797025,8.203500218294797,,,55.77803930925361,18.85984700185974
72,97.0,1,-0.47485715,0.17144698,-0.58300549,525.91,619.98,24.69149997352718,8.370289390585638,,,56.765758439138985,19.24329530895638
72,97.0,1,-0.47308108,0.17368926,-0.58606708,525.89,620.0,25.032671267635404,8.525150479724957,,,57.550111244293795,19.599320952887673
72,97.0,1,-0.47572219,0.17138039,-0.58550936,525.82,621.68,25.560997921382008,8.70264918887971,,,58.764734221257235,20.00739048523445
72,97.0,1,-0.4727186,0.17061828,-0.58309215,525.98,619.95,26.08410421374012,8.90467084048097,,,59.96735558738853,20.47183826226575
72,97.0,1,-0.47070649,0.1664838,-0.58813977,496.04999999999995,595.17,26.606822351032708,9.09484958103906,,,61.169084585024194,20.909059186808804
72,97.0,1,-0.4633694,0.15327415,-0.58197153,470.57000000000005,567.99,27.05609610421855,9.291369379927023,,,62.20196494359845,21.360858204452224
72,97.0,1,-0.46050081,0.13526623,-0.57219219,464.11,505.38,27.601875672445566,9.473939715019123,,,63.45671217095235,21.780587404828964
72,98.0,1,-0.23481786,-0.20279904,-0.28836817,274.75,-36.349999999999994,11.23011321130743,4.353237906690274,274.75,-36.349999999999994,25.81803027279578,10.00809394748094
72,98.0,1,-0.23056647,-0.19196369,-0.28406739,264.58000000000004,-53.19999999999999,11.254625390797774,4.3884930892003435,264.58000000000004,-53.19999999999999,25.87438377344408,10.08914561207159
