Participant,trigger_no,fzd_hands0_state,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
42,1.0,1,-0.37450966,-0.30405119,-0.32560006,-364.53,-46.29000000000002,-14.452888133821943,1.8725557832745494,-364.53,-46.29000000000002,-27.272599908522007,3.5335127630390737
42,1.0,1,-0.36554804,-0.30439049,-0.27450591,-381.87,-49.89999999999998,-14.587915855934398,1.8829242816837848,-381.87,-49.89999999999998,-27.52739722014821,3.553078119537302
42,1.0,1,-0.36383781,-0.31227458,-0.25713369,-397.91,-66.9,-14.725885106252463,1.8933992789175136,-397.91,-66.9,-27.7877451954984,3.572844439317347
42,1.0,1,-0.36268592,-0.3123481,-0.25553927,-413.53,-28.30000000000001,-14.742985605590093,1.9050491877187028,-413.53,-28.30000000000001,-27.820013837748505,3.594827817225191
42,1.0,1,-0.36117959,-0.30626199,-0.25040576,-420.52,-42.389999999999986,-14.79976856094521,1.9157561928320206,-420.52,-42.389999999999986,-27.927163274503613,3.6150319358740237
42,1.0,1,-0.35632464,-0.2973111,-0.25480312,-406.53,-31.279999999999973,-14.897057726098694,1.920072706304154,-406.53,-31.279999999999973,-28.110747929148236,3.623177196795938
42,2.0,1,-0.32977405,-0.03030514,-0.4828091,219.23000000000002,-51.06999999999999,11.159352752771554,1.570781192018842,,,21.05769864447992,2.9640641093395548
42,2.0,1,-0.32763624,-0.02349295,-0.3844699,225.49,-52.81,11.272090938770532,1.577629360962817,,,21.270435601459994,2.976986604136835
42,2.0,1,-0.32629943,-0.03822229,-0.31351259,249.98000000000002,-8.569999999999993,11.315926449343522,1.5845329238304942,,,21.353153209911227,2.9900136272681426
42,2.0,1,-0.3261987,-0.05023495,-0.25512177,298.36,37.53,11.360234698478791,1.591496216600575,298.36,37.53,21.43676287602948,3.0031533607252854
42,2.0,1,-0.32029331,-0.05219114,-0.22116524,827.3199999999999,3098.53,11.409934729856332,1.599224834316317,,,21.530546835238898,3.01773726235489
42,2.0,1,-0.32511371,-0.05066073,-0.20738335,304.57000000000005,-18.139999999999986,11.449886323796534,1.605599351463951,304.57000000000005,-18.139999999999986,21.605935493004058,3.0297659762124756
