Participant,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
18,-0.31850344,-0.07866086,-0.24340816,365.36,-141.77,14.588248236629777,5.384497346701405,365.36,-141.77,32.06496962411225,11.835125168049688
18,-0.28829437,-0.18864731,-0.23654728,-428.37,-86.39999999999998,-14.869878589294338,4.323477143487083,-428.37,-86.39999999999998,-32.683993139268956,9.503002761384609
18,-0.29199728,-0.15688924,-0.24003947,-256.5,-116.9,-11.794789373385893,4.3251702599469315,-256.5,-116.9,-25.92494704270219,9.506724231363357
18,-0.25657609,-0.21212076,-0.23842488,-438.78999999999996,-158.05,-15.6316827648054,4.426136617282376,-438.78999999999996,-158.05,-34.35843871704227,9.72864828478666
18,-0.32830957,-0.11536925,-0.21240655,315.34000000000003,-231.29,10.960427553378267,4.020266862277248,315.34000000000003,-231.29,24.09101976232543,8.83654656328539
18,-0.36702123,-0.12059186,-0.21126133,246.10000000000002,-112.81,10.701254096916367,5.876102196122849,,,23.521356505022172,12.915672627078022
18,-0.36085895,-0.10354627,-0.22126032,317.05999999999995,-218.19,10.781680247803509,4.043879547269762,317.05999999999995,-218.19,23.698133184672113,8.888447244898941
18,-0.37089896,-0.08505653,-0.21450509,421.98,-170.18,13.288354914286822,5.0062717593513435,421.98,-170.18,29.207804101602434,11.003785327054254
18,-0.34478319,-0.28701285,-0.23859055,-313.45,-148.84,-12.279616440908345,3.8730451388319302,-313.45,-148.84,-26.990596937116543,8.512953215152583
18,-0.23472422,-0.21574822,-0.23505293,-343.24,-170.81,-14.261170667796282,4.427293777308265,-343.24,-170.81,-31.346053127816226,9.731191722523565
18,-0.25137126,-0.24679385,-0.23172905,-360.23,-38.120000000000005,-12.44443587262036,3.954614576645323,-360.23,-38.120000000000005,-27.35287004801955,8.692242839466418
18,-0.32060972,-0.09093227,-0.22638039,347.57000000000005,-247.73,12.1869161201224,4.657203955919844,347.57000000000005,-247.73,26.786841632029034,10.236534295111815
18,-0.34507215,-0.10012944,-0.24175783,313.59000000000003,-248.66,10.812094165466576,4.0563078627799385,313.59000000000003,-248.66,23.76498297569553,8.915764682390304
18,-0.27904913,-0.23356624,-0.24947694,-58.75999999999999,-42.660000000000025,-11.80135900592327,3.7928048198078916,,,-25.93938709501935,8.336584993937745
18,-0.27746627,-0.21486515,-0.27331629,-287.86,-93.36000000000001,-13.17620755661639,4.20068061428523,-287.86,-93.36000000000001,-28.961304209442826,9.233095990198937
18,-0.4017083,-0.16292921,-0.22472328,-57.27999999999997,-257.73,-9.978616808002691,3.1987433499752624,,,-21.932999743989914,7.030837883245628
18,-0.27068827,-0.18955366,-0.23532973,-316.43,-172.58,-10.972074303121344,5.215665212945886,-316.43,-172.58,-24.116619318260714,11.464032138055057
18,-0.26393682,-0.21046294,-0.25219831,-409.98,-104.98000000000002,-13.983754306062046,4.470104532150912,-409.98,-104.98000000000002,-30.736291964724376,9.825289761667706
18,-0.35374624,-0.09295214,-0.23769981,600.2,368.4,12.012727994140837,4.0452195025927065,,,26.40397613112156,8.891392466698768
18,-0.35260433,-0.08273598,-0.22973478,227.75,-281.58,11.237400209713524,4.365144942310574,,,24.699805660950325,9.594588583198643
18,-0.32938081,-0.09894828,-0.24193159,246.76999999999998,-277.78999999999996,10.634243223721397,4.053109182654541,,,23.37406660573963,8.908733983474683
18,-0.2963464,-0.23868187,-0.29012135,-256.14,-138.01999999999998,-10.813526623797596,4.8529185159082235,-256.14,-138.01999999999998,-23.768131519107115,10.666714897966273
18,-0.27266768,-0.12939146,-0.26573196,395.46000000000004,36.97999999999999,13.829897684162862,4.637841651167272,395.46000000000004,36.97999999999999,30.39811510978997,10.193975949265662
18,-0.17052171,-0.28834146,-0.29018658,-411.77,-20.45999999999998,-16.33634801619769,5.217687153852597,-411.77,-20.45999999999998,-35.90729293960252,11.468476364168007
18,-0.23617017,-0.19486678,-0.27851671,254.64999999999998,-205.65,10.027316619862358,3.2323707039993517,254.64999999999998,-205.65,22.040041930457463,7.104750807390574
18,-0.19833125,-0.28141093,-0.30272853,-288.95,-128.64,-11.469244737960718,3.773450061514683,-288.95,-128.64,-25.20939993403766,8.294043235209275
18,-0.1884826,-0.26059374,-0.29691693,-268.94,-107.32999999999998,-10.859773743862231,5.60931666402399,-268.94,-107.32999999999998,-23.869782689009185,12.32927802752473
18,-0.32753101,-0.11500192,-0.24040341,330.48,-244.1,12.030876817358807,1.857468899773525,330.48,-244.1,26.443867244554657,4.082716641702207
