Participant,trigger_no,fzd_hands0_state,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
45,97.0,1,-0.34339082,0.01613556,-0.19282617,395.94000000000005,-25.879999999999995,7.90464062198531,3.2661742233303364,395.94000000000005,-25.879999999999995,13.746170041632455,5.679876974371455
45,97.0,1,-0.32732975,-0.00962172,-0.22587989,405.64,-33.879999999999995,8.166163358181798,3.2701606111308563,405.64,-33.879999999999995,14.200958079878149,5.6868093027565605
45,97.0,1,-0.31660426,-0.03028462,-0.2903274,405.4,-48.59,8.248563659872898,3.2751690296891103,405.4,-48.59,14.344252204518972,5.695518942629364
45,97.0,1,-0.31170368,-0.05279631,-0.38386551,413.05999999999995,-48.00999999999999,8.12886672692657,3.2797675050195982,413.05999999999995,-48.00999999999999,14.136099238125308,5.703515691229082
45,97.0,1,-0.3683849,-0.04102779,-0.24052469,363.92999999999995,130.31,13.002373254458623,4.380958175684017,363.92999999999995,130.31,22.611127089503547,7.6184862675145055
45,97.0,1,-0.38832852,-0.03195218,-0.20635264,356.65,128.83,13.084176286627402,4.41906199296089,356.65,128.83,22.753382562445054,7.6847488057589874
45,97.0,1,-0.39807534,-0.02985557,-0.19323598,206.60000000000002,-41.639999999999986,13.15233686792846,4.454901301941589,,,22.87191381332759,7.7470733640764236
45,97.0,1,-0.40315443,-0.02824834,-0.18992995,191.36,-69.21000000000001,13.296404651857499,4.488175298597895,,,23.12244768958019,7.804936844261739
45,97.0,1,-0.40689886,-0.02850969,-0.19014125,180.29999999999995,-111.44999999999999,13.434956941068913,4.526299971039324,,,23.36339012051884,7.871235649637386
45,97.0,1,-0.40753859,-0.02973469,-0.18999821,165.89,-139.64,13.61993715729368,4.565620950501603,,,23.685070716533712,7.939614832922286
45,97.0,1,-0.40864819,-0.03109995,-0.18943839,170.30999999999995,-111.80000000000001,13.651682751604842,4.605894685042286,,,23.740276305040823,8.009650857288538
45,97.0,1,-0.40728733,-0.03076939,-0.18838835,171.61,-95.93,13.792919943724831,4.646844914394928,,,23.985887782137482,8.08086330613278
45,97.0,1,-0.40544906,-0.03151944,-0.18910609,180.63,-79.03999999999999,13.944474045242186,4.692702062777786,,,24.249440364676165,8.16060888717057
45,97.0,1,-0.38895938,-0.03986145,-0.19399476,188.57000000000005,-47.94,14.099625982214997,4.735074462637114,,,24.519249583071883,8.234294490525942
45,97.0,1,-0.34413892,-0.05904672,-0.23100746,195.23000000000002,-37.75,14.31638836490643,4.778123071719272,,,24.896199366572283,8.309156021719813
45,98.0,1,-0.39362216,-0.07341205,-0.25609669,350.53999999999996,174.38,11.544309785535505,4.443524016055892,350.53999999999996,174.38,20.075554717046245,7.727288263921196
